State,County,Trump Percent, Harris Percent
Michigan,Clinton,53.5,44.9
Michigan,Crawford,66.2,32.5
Michigan,Delta,64.5,34.1
Michigan,Dickinson,67.4,31.1
Michigan,Eaton,50.8,47.6
Michigan,Emmet,54.5,43.8
Michigan,Genesee,47.2,51.4
Michigan,Gladwin,69.8,29.1
Michigan,Gogebic,57.9,40.8
Michigan,Grand Traverse,50.1,48.3
Michigan,Gratiot,65,33.7
Michigan,Hillsdale,75,23.7
Michigan,Houghton,57.7,40.7
Michigan,Huron,69.7,29.1
Michigan,Ingham,34.1,63.8
Michigan,Ionia,65.2,33.3
Michigan,Iosco,64.6,34
Michigan,Iron,64.1,34.7
Michigan,Isabella,52.9,45.4
Michigan,Jackson,59.9,38.6
Michigan,Kalamazoo,40.3,58
Michigan,Kalkaska,70.7,27.8
Michigan,Kent,46.4,51.8
Michigan,Keweenaw,55.6,42.8
Michigan,Lake,65.4,33.2
Michigan,Lapeer,69.3,29.5
Michigan,Leelanau,45.4,53.2
Michigan,Lenawee,60.8,37.8
Michigan,Livingston,61.3,37.4
Michigan,Luce,72.7,25.8
Michigan,Mackinac,61.8,37
Michigan,Macomb,55.9,42.2
Michigan,Manistee,57.2,41.2
Michigan,Marquette,44.8,53.5
Michigan,Mason,60,38.6
Michigan,Mecosta,64.2,34.2
Michigan,Menominee,66.2,32.6
Michigan,Midland,56.8,41.6
Michigan,Missaukee,77.2,21.3
Michigan,Monroe,62.8,35.7
Michigan,Montcalm,68.7,29.8
Michigan,Montmorency,72,26.6
Michigan,Muskegon,50.1,48.4
Michigan,Newaygo,70.6,27.8
Michigan,Oakland,43.7,54.3
Michigan,Oceana,64.2,34.2
Michigan,Ogemaw,70.3,28.3
Michigan,Ontonagon,64.5,34.2
Michigan,Osceola,73.1,25.2
Michigan,Oscoda,71.6,27.2
Michigan,Otsego,67,31.6
Michigan,Ottawa,59.5,39
Michigan,Presque Isle,63.7,34.7
Michigan,Roscommon,65.9,32.9
Michigan,Saginaw,51,47.7
Michigan,Sanilac,73.2,25.5
Michigan,Schoolcraft,65.3,33.3
Michigan,Shiawassee,60.8,37.7
Michigan,St. Clair,66.6,32
Michigan,St. Joseph,66.2,32.3
Michigan,Tuscola,70.9,27.9
Michigan,Van Buren,56.9,41.7
Michigan,Washtenaw,26.6,70.9
Michigan,Wayne,33.7,62.7
Michigan,Wexford,66.6,32
Minnesota,Aitkin,64.5,33.7
Minnesota,Anoka,50.8,46.4
Minnesota,Becker,65.7,32.6
Minnesota,Beltrami,51.9,46.2
Minnesota,Benton,66.9,31
Minnesota,Big Stone,63.6,34.1
Minnesota,Blue Earth,49.4,48.2
Minnesota,Brown,66.4,31.3
Minnesota,Carlton,50.1,47.6
Minnesota,Carver,51.5,46.1
Minnesota,Cass,65.9,32.5
Minnesota,Chippewa,66.1,32.1
Minnesota,Chisago,64.7,33.4
Minnesota,Clay,48.6,49
Minnesota,Clearwater,74.3,24.3
Minnesota,Cook,31.2,66
Minnesota,Cottonwood,69.4,28.5
Minnesota,Crow Wing,64.7,33.5
Minnesota,Dakota,42.3,55.1
Minnesota,Dodge,64.8,32.9
Minnesota,Douglas,66.6,31.6
Minnesota,Faribault,67.6,30.3
Minnesota,Fillmore,61.7,36.3
Minnesota,Freeborn,59.9,38.6
Minnesota,Goodhue,57.1,40.7
Minnesota,Grant,64,33.5
Minnesota,Hennepin,27.4,69.8
Minnesota,Houston,57.3,40.8
Minnesota,Hubbard,64.7,33.3
Minnesota,Isanti,69.6,28.5
Minnesota,Itasca,59.1,39
Minnesota,Jackson,70,28
Minnesota,Kanabec,70.3,28
Minnesota,Kandiyohi,64.5,33.6
Minnesota,Kittson,61.4,36.4
Minnesota,Koochiching,61.9,36.3
Minnesota,Lac Qui Parle,65.1,32.9
Minnesota,Lake,47,50.8
Minnesota,Lake of the Woods,72.9,25.7
Minnesota,Le Sueur,65.8,32.3
Minnesota,Lincoln,67.7,30
Minnesota,Lyon,64.7,33
Minnesota,Mahnomen,53.4,44.7
Minnesota,Marshall,75,23.4
Minnesota,Martin,68.9,29.4
Minnesota,McLeod,67.9,30.1
Minnesota,Meeker,70.4,27.8
Minnesota,Mille Lacs,69.6,28.8
Minnesota,Morrison,77.1,21.2
Minnesota,Mower,54.3,43.8
Minnesota,Murray,70.2,27.9
Minnesota,Nicollet,49.1,48.6
Minnesota,Nobles,67,31.4
Minnesota,Norman,59.6,37.4
Minnesota,Olmsted,43.4,54
Minnesota,Otter Tail,66.1,32
Minnesota,Pennington,64.4,33
Minnesota,Pine,66.7,31.6
Minnesota,Pipestone,73.1,25.1
Minnesota,Polk,65.9,32.2
Minnesota,Pope,64.8,33.2
Minnesota,Ramsey,27.1,70.2
Minnesota,Red Lake,67.3,30.3
Minnesota,Redwood,70.8,27.6
Minnesota,Renville,69.6,28.3
Minnesota,Rice,50.2,47.7
Minnesota,Rock,68.7,29.5
Minnesota,Roseau,73.9,24.6
Minnesota,Scott,53.1,44.6
Minnesota,Sherburne,66.4,31.6
Minnesota,Sibley,70.4,27.5
Minnesota,St. Louis,42.1,55.7
Minnesota,Stearns,62.3,35.6
Minnesota,Steele,61,36.7
Minnesota,Stevens,62.5,35.6
Minnesota,Swift,66.1,32
Minnesota,Todd,75.8,22.4
Minnesota,Traverse,64.7,33.1
Minnesota,Wabasha,63.1,34.9
Minnesota,Wadena,74.9,23.6
Minnesota,Waseca,65.2,32.8
Minnesota,Washington,44.4,53.3
Minnesota,Watonwan,62.6,34.9
Minnesota,Wilkin,68.3,29.4
Minnesota,Winona,51.4,46.5
Minnesota,Wright,63.5,34.3
Minnesota,Yellow Medicine,69.1,28.6
Mississippi,Adams,42.6,56.5
Mississippi,Alcorn,83.8,15.4
Mississippi,Amite,65.8,33
Mississippi,Attala,61.3,38
Mississippi,Benton,65.3,34
Mississippi,Bolivar,37.8,61.5
Mississippi,Calhoun,73.6,25.6
Mississippi,Carroll,71.8,27.6
Mississippi,Chickasaw,56.4,42.7
Mississippi,Choctaw,74.1,24.8
Mississippi,Claiborne,15.8,83.3
Mississippi,Clarke,67.3,32.1
Mississippi,Clay,44.4,54.8
Mississippi,Coahoma,29.6,69.4
Mississippi,Copiah,52.6,46.5
Mississippi,Covington,66.2,33
Mississippi,DeSoto,60.8,36.7
Mississippi,Forrest,58.2,40.3
Mississippi,Franklin,69.6,29.8
Mississippi,George,89.1,10.3
Mississippi,Greene,84.5,14.8
Mississippi,Grenada,57.9,41.6
Mississippi,Hancock,78.8,20.1
Mississippi,Harrison,63.9,35
Mississippi,Hinds,26.3,72.4
Mississippi,Holmes,18.5,80.5
Mississippi,Humphreys,28.5,70.4
Mississippi,Issaquena,47.6,46.1
Mississippi,Itawamba,89.7,9.7
Mississippi,Jackson,69.4,29.5
Mississippi,Jasper,52.2,47.2
Mississippi,Jefferson,16.4,82.7
Mississippi,Jefferson Davis,42.8,56.5
Mississippi,Jones,73,26.2
Mississippi,Kemper,41.4,58.3
Mississippi,Lafayette,60,38.3
Mississippi,Lamar,73.7,25
Mississippi,Lauderdale,60.2,39
Mississippi,Lawrence,67.9,31.4
Mississippi,Leake,61.4,38
Mississippi,Lee,68.9,30
Mississippi,Leflore,30.3,68.7
Mississippi,Lincoln,72.3,27
Mississippi,Lowndes,53.6,45.4
Mississippi,Madison,58,40.7
Mississippi,Marion,70.4,28.7
Mississippi,Marshall,53.2,46
Mississippi,Monroe,67.6,31.7
Mississippi,Montgomery,60.1,39.3
Mississippi,Neshoba,75.1,24.1
Mississippi,Newton,71.2,27.9
Mississippi,Noxubee,25.9,73.5
Mississippi,Oktibbeha,49.3,49
Mississippi,Panola,56.9,42
Mississippi,Pearl River,82.8,16.1
Mississippi,Perry,79.9,19.5
Mississippi,Pike,51.2,47.9
Mississippi,Pontotoc,83.5,15.7
Mississippi,Prentiss,82.7,16.6
Mississippi,Quitman,33.7,64.4
Mississippi,Rankin,73,25.9
Mississippi,Scott,61.7,37.7
Mississippi,Sharkey,31.2,68
Mississippi,Simpson,68.1,31.4
Mississippi,Smith,80.1,19.4
Mississippi,Stone,78.5,20.5
Mississippi,Sunflower,31.9,67.4
Mississippi,Tallahatchie,46.5,52.5
Mississippi,Tate,71.4,27.6
Mississippi,Tippah,83.2,16.1
Mississippi,Tishomingo,89.1,10.2
Mississippi,Tunica,29.9,68.9
Mississippi,Union,84.6,14.5
Mississippi,Walthall,63,36.1
Mississippi,Warren,51.4,47.5
Mississippi,Washington,32,67
Mississippi,Wayne,65.9,33.2
Mississippi,Webster,82.3,17.1
Mississippi,Wilkinson,36.7,62
Mississippi,Winston,58.7,40.5
Mississippi,Yalobusha,59.9,38.9
Mississippi,Yazoo,50.8,48.4
Missouri,Adair,65.9,32.3
Missouri,Andrew,75.2,23.5
Missouri,Atchison,79.3,19.5
Missouri,Audrain,73.2,25.5
Missouri,Barry,81.3,17.8
Missouri,Barton,85.8,13.6
Missouri,Bates,80.3,18.7
Missouri,Benton,79,20.1
Missouri,Bollinger,86.9,12.2
Missouri,Boone,44,53.5
Missouri,Buchanan,63.3,35.2
Missouri,Butler,81.5,17.7
Missouri,Caldwell,79.9,18.8
Missouri,Callaway,70.7,27.5
Missouri,Camden,76.7,22.4
Missouri,Cape Girardeau,72.7,26.2
Missouri,Carroll,81.9,17.4
Missouri,Carter,86.7,12.7
Missouri,Cass,65.1,33.1
Missouri,Cedar,84.4,14.8
Missouri,Chariton,77.7,21.4
Missouri,Christian,75.5,23.3
Missouri,Clark,80.3,18.8
Missouri,Clay,51.8,46.1
Missouri,Clinton,73.1,25.3
Missouri,Cole,66.5,32
Missouri,Cooper,72.1,26.5
Missouri,Crawford,80.6,18.5
Missouri,Dade,83.2,16
Missouri,Dallas,81.6,17.2
Missouri,Daviess,80.6,17.9
Missouri,DeKalb,80.7,18.1
Missouri,Dent,84.4,14.4
Missouri,Douglas,85.3,13.6
Missouri,Dunklin,80.3,18.7
Missouri,Franklin,72.4,26.5
Missouri,Gasconade,79.3,19.4
Missouri,Gentry,80.2,18.6
Missouri,Greene,59.4,38.5
Missouri,Grundy,81.1,17.8
Missouri,Harrison,85.4,13.9
Missouri,Henry,75.8,23.2
Missouri,Hickory,80.2,19.1
Missouri,Holt,84.1,15.1
Missouri,Howard,71.4,27
Missouri,Howell,82.7,16.1
Missouri,Iron,80.7,18.3
Missouri,Jackson,39.3,58.4
Missouri,Jasper,72.4,25.8
Missouri,Jefferson,67.5,30.8
Missouri,Johnson,68.8,29.4
Missouri,Knox,81.7,17.2
Missouri,LaClede,82.6,16.1
Missouri,Lafayette,73.5,24.9
Missouri,Lawrence,81.5,17.6
Missouri,Lewis,79.3,19.4
Missouri,Lincoln,77.2,21.4
Missouri,Linn,77.7,20.7
Missouri,Livingston,78.5,20.7
Missouri,Macon,80.2,18.9
Missouri,Madison,82.1,17.1
Missouri,Maries,83.3,15.8
Missouri,Marion,76,23
Missouri,McDonald,84,15.3
Missouri,Mercer,85.8,13.1
Missouri,Miller,83.2,15.9
Missouri,Mississippi,76.5,22.8
Missouri,Moniteau,80.8,18
Missouri,Monroe,79.4,19.6
Missouri,Montgomery,79.7,19.5
Missouri,Morgan,79.4,19.7
Missouri,New Madrid,76.4,22.9
Missouri,Newton,78.5,20.1
Missouri,Nodaway,71.1,27.4
Missouri,Oregon,84.2,15.1
Missouri,Osage,85.9,13
Missouri,Ozark,84.6,14.6
Missouri,Pemiscot,74.5,25.1
Missouri,Perry,81.1,17.9
Missouri,Pettis,73.5,24.8
Missouri,Phelps,70.9,27.8
Missouri,Pike,78.6,20.7
Missouri,Platte,50.5,47.3
Missouri,Polk,79.8,18.5
Missouri,Pulaski,74.5,24.2
Missouri,Putnam,84.9,14.6
Missouri,Ralls,79.2,20
Missouri,Randolph,75.5,23.3
Missouri,Ray,73.8,25.1
Missouri,Reynolds,83.5,15.4
Missouri,Ripley,86.2,13.2
Missouri,Saline,69.5,29.1
Missouri,Schuyler,81.4,17.1
Missouri,Scotland,80.1,18.6
Missouri,Scott,78.9,20.2
Missouri,Shannon,83.7,15.5
Missouri,Shelby,82.5,16.8
Missouri,St. Charles,57.4,40.6
Missouri,St. Clair,79.8,19.2
Missouri,St. Francois,75.2,23.8
Missouri,St. Louis City,16.7,81.4
Missouri,St. Louis County,37.4,60.8
Missouri,Ste. Genevieve,71.9,26.9
Missouri,Stoddard,86.5,12.7
Missouri,Stone,80.1,18.9
Missouri,Sullivan,82.6,16.5
Missouri,Taney,79.2,19.9
Missouri,Texas,85.5,13.8
Missouri,Vernon,79,19.7
Missouri,Warren,74.2,24.7
Missouri,Washington,82,17
Missouri,Wayne,86,13.4
Missouri,Webster,80.7,18.4
Missouri,Worth,81.8,17.2
Missouri,Wright,87.4,11.8
Montana,Beaverhead,69.7,26.5
Montana,Big Horn,48.9,47.2
Montana,Blaine,50.5,44.7
Montana,Broadwater,78,18.3
Montana,Carbon,64.2,32
Montana,Carter,89,8.8
Montana,Cascade,59.4,37.1
Montana,Chouteau,64.2,32
Montana,Custer,72.2,23.8
Montana,Daniels,81.8,16.2
Montana,Dawson,78.1,19.2
Montana,Deer Lodge,47.8,48.8
Montana,Fallon,86.5,10.8
Montana,Fergus,74,22.7
Montana,Flathead,65.2,31.6
Montana,Gallatin,46.5,49.7
Montana,Garfield,94.5,4.9
Montana,Glacier,38.1,57.6
Montana,Golden Valley,85.4,13
Montana,Granite,70.2,26.5
Montana,Hill,56.9,38.7
Montana,Jefferson,66.5,30.2
Montana,Judith Basin,77.7,19.6
Montana,Lake,58.2,38.4
Montana,Lewis and Clark,50.8,45.2
Montana,Liberty,76,21.6
Montana,Lincoln,75.6,22.2
Montana,Madison,71.4,26.1
Montana,McCone,86,11.9
Montana,Meagher,75.8,21.8
Montana,Mineral,71.9,24.2
Montana,Missoula,37.3,58.6
Montana,Musselshell,84.7,13.1
Montana,Park,52,44.4
Montana,Petroleum,86.3,11.2
Montana,Phillips,79.8,17.5
Montana,Pondera,69,27.4
Montana,Powder River,87.1,11.8
Montana,Powell,74.7,21.5
Montana,Prairie,79.2,17.7
Montana,Ravalli,68.7,28.3
Montana,Richland,82.3,14.6
Montana,Roosevelt,52.4,42.8
Montana,Rosebud,66.5,29.5
Montana,Sanders,75.9,21
Montana,Sheridan,69.1,26.6
Montana,Silver Bow,44.3,51.3
Montana,Stillwater,79.4,17.8
Montana,Sweet Grass,74.8,21.9
Montana,Teton,70.6,25.8
Montana,Toole,76.7,20.3
Montana,Treasure,83,12.9
Montana,Valley,74,22.9
Montana,Wheatland,77.6,19.2
Montana,Wibaux,84.8,13
Montana,Yellowstone,61.7,34.7
Nebraska,Adams,70.2,28.5
Nebraska,Antelope,88,11.5
Nebraska,Arthur,93.6,6
Nebraska,Banner,90.2,8.8
Nebraska,Blaine,85.9,12.7
Nebraska,Boone,82.4,16.4
Nebraska,Box Butte,77.6,21.2
Nebraska,Boyd,87.3,12.3
Nebraska,Brown,87,12.2
Nebraska,Buffalo,71.8,26.9
Nebraska,Burt,72,26.9
Nebraska,Butler,79.4,19.8
Nebraska,Cass,67.8,30.6
Nebraska,Cedar,83.9,14.2
Nebraska,Chase,88.3,10.9
Nebraska,Cherry,87.6,11.4
Nebraska,Cheyenne,81.5,17.4
Nebraska,Clay,80.7,17.4
Nebraska,Colfax,75,24
Nebraska,Cuming,79.6,19.5
Nebraska,Custer,85.7,13.4
Nebraska,Dakota,64.3,34.5
Nebraska,Dawes,72.7,25.6
Nebraska,Dawson,74.3,24.7
Nebraska,Deuel,83.3,14.9
Nebraska,Dixon,78.4,19.8
Nebraska,Dodge,65.7,33
Nebraska,Douglas,44.2,54.4
Nebraska,Dundy,89.2,10.3
Nebraska,Fillmore,76.8,22
Nebraska,Franklin,84.4,14.8
Nebraska,Frontier,86,13.1
Nebraska,Furnas,84.7,14.8
Nebraska,Gage,68.9,29.7
Nebraska,Garden,85,14.5
Nebraska,Garfield,88,11.4
Nebraska,Gosper,81.1,18.2
Nebraska,Grant,95.9,4.1
Nebraska,Greeley,83.4,15.5
Nebraska,Hall,68.3,30.5
Nebraska,Hamilton,79.6,19.2
Nebraska,Harlan,83.6,15.5
Nebraska,Hayes,95.5,3.8
Nebraska,Hitchcock,88.6,10.6
Nebraska,Holt,86.5,12.5
Nebraska,Hooker,86.4,12.9
Nebraska,Howard,80.8,18.1
Nebraska,Jefferson,72,26.7
Nebraska,Johnson,69.5,29
Nebraska,Kearney,78.5,20.4
Nebraska,Keith,81.4,17.4
Nebraska,Keya Paha,91.9,8.1
Nebraska,Kimball,82.8,15.8
Nebraska,Knox,81,17.7
Nebraska,Lancaster,47.1,51.4
Nebraska,Lincoln,77,21.8
Nebraska,Logan,93,5.7
Nebraska,Loup,82.7,17.1
Nebraska,Madison,77.4,21.4
Nebraska,McPherson,94.3,4.2
Nebraska,Merrick,81.8,16.8
Nebraska,Morrill,83.5,15.1
Nebraska,Nance,79.6,19.2
Nebraska,Nemaha,71.5,26.8
Nebraska,Nuckolls,81.3,17.7
Nebraska,Otoe,68.9,30
Nebraska,Pawnee,78.7,20.6
Nebraska,Perkins,85.5,13.1
Nebraska,Phelps,83.7,15.3
Nebraska,Pierce,87.8,11.4
Nebraska,Platte,78.7,20.4
Nebraska,Polk,81.4,17.8
Nebraska,Red Willow,83.7,15.3
Nebraska,Richardson,75.1,23.7
Nebraska,Rock,89.3,10.2
Nebraska,Saline,66,32.8
Nebraska,Sarpy,55.2,43.5
Nebraska,Saunders,72.6,26.2
Nebraska,Scotts Bluff,73.4,25.6
Nebraska,Seward,72.6,26
Nebraska,Sheridan,84.6,14.6
Nebraska,Sherman,79.7,19.4
Nebraska,Sioux,88.1,11.4
Nebraska,Stanton,82.8,16.1
Nebraska,Thayer,79.9,19.1
Nebraska,Thomas,88.5,11.2
Nebraska,Thurston,53,46.1
Nebraska,Valley,81.4,17.5
Nebraska,Washington,70.6,28.2
Nebraska,Wayne,73.9,24.7
Nebraska,Webster,82.2,16.8
Nebraska,Wheeler,87.2,11.7
Nebraska,York,74.9,23.6
Nevada,Carson City,54.3,43.1
Nevada,Churchill,73.8,23.5
Nevada,Clark,47.8,50.4
Nevada,Douglas,65.4,32.5
Nevada,Elko,77.2,20.6
Nevada,Esmeralda,81.6,15.8
Nevada,Eureka,87.8,10
Nevada,Humboldt,76.5,21.3
Nevada,Lander,80,17.7
Nevada,Lincoln,85.3,12.7
Nevada,Lyon,71.1,26.7
Nevada,Mineral,66.6,31
Nevada,Nye,70.2,28
Nevada,Pershing,76.4,21.5
Nevada,Storey,68.6,29.7
Nevada,Washoe,48.3,49.3
Nevada,White Pine,77.3,20.3
New-Hampshire,Acworth,50.7,47.5
New-Hampshire,Albany,42.9,56
New-Hampshire,Alexandria,59.4,38.8
New-Hampshire,Allenstown,55.3,43.4
New-Hampshire,Alstead,43.4,55.1
New-Hampshire,Alton,62.6,36.8
New-Hampshire,Amherst,41,57.2
New-Hampshire,Andover,48.9,49.7
New-Hampshire,Antrim,51.6,46.6
New-Hampshire,Ashland,48.5,49.6
New-Hampshire,Atkinson,57.3,41.7
New-Hampshire,Auburn,57.7,41.1
New-Hampshire,Barnstead,60.3,38.5
New-Hampshire,Barrington,47.2,51.3
New-Hampshire,Bartlett,37,61.7
New-Hampshire,Bath,62.2,36.8
New-Hampshire,Bedford,47.4,50.7
New-Hampshire,Belmont,60.7,37.8
New-Hampshire,Bennington,54.8,43.3
New-Hampshire,Benton,65.8,32.5
New-Hampshire,Berlin,51.3,47.5
New-Hampshire,Bethlehem,37.2,60.4
New-Hampshire,Boscawen,55.8,43
New-Hampshire,Bow,41.4,57
New-Hampshire,Bradford,46.9,51.4
New-Hampshire,Brentwood,47.7,50.2
New-Hampshire,Bridgewater,53.7,45.5
New-Hampshire,Bristol,51.3,46.8
New-Hampshire,Brookfield,57.9,40.7
New-Hampshire,Brookline,47.4,50.8
New-Hampshire,Campton,47.9,50.4
New-Hampshire,Canaan,44.3,54.3
New-Hampshire,Candia,62.3,36.5
New-Hampshire,Canterbury,44.1,54.1
New-Hampshire,Carroll,51.5,47.5
New-Hampshire,Center Harbor,51.5,47.9
New-Hampshire,Charlestown,53.8,44.5
New-Hampshire,Chatham,50.9,48.3
New-Hampshire,Chester,58.3,39.8
New-Hampshire,Chesterfield,42.3,55.7
New-Hampshire,Chichester,58.4,40.2
New-Hampshire,Claremont,51,47.7
New-Hampshire,Clarksville,67.2,31.8
New-Hampshire,Colebrook,63.4,34.8
New-Hampshire,Columbia,68.6,30.7
New-Hampshire,Concord,35.7,62.7
New-Hampshire,Conway,42.7,56.1
New-Hampshire,Cornish,40.8,57.8
New-Hampshire,Croydon,66,31
New-Hampshire,Dalton,56.2,42.7
New-Hampshire,Danbury,62.6,35.8
New-Hampshire,Danville,62.5,36.4
New-Hampshire,Deerfield,57,41.4
New-Hampshire,Deering,60.6,38
New-Hampshire,Derry,55.3,43.5
New-Hampshire,Dixville,50,50
New-Hampshire,Dorchester,57.6,40.8
New-Hampshire,Dover,33.8,64.4
New-Hampshire,Dublin,37.7,60.3
New-Hampshire,Dummer,68.4,30.5
New-Hampshire,Dunbarton,55.6,42.6
New-Hampshire,Durham,26.9,71.5
New-Hampshire,East Kingston,53.1,44.7
New-Hampshire,Easton,31,68.2
New-Hampshire,Eaton,39.4,59.9
New-Hampshire,Effingham,62,37
New-Hampshire,Ellsworth,48.6,50
New-Hampshire,Enfield,37.1,61.3
New-Hampshire,Epping,55.2,43.6
New-Hampshire,Epsom,61,37.7
New-Hampshire,Errol,67.2,32.8
New-Hampshire,Exeter,32.7,65.5
New-Hampshire,Farmington,60.9,38.3
New-Hampshire,Fitzwilliam,54.7,43.5
New-Hampshire,Francestown,49.7,48.4
New-Hampshire,Franconia,32.2,65.5
New-Hampshire,Franklin,57.2,41.1
New-Hampshire,Freedom,54.1,44.9
New-Hampshire,Fremont,59.2,39.6
New-Hampshire,Gilford,52,46.8
New-Hampshire,Gilmanton,60.5,38.9
New-Hampshire,Gilsum,51.6,47
New-Hampshire,Goffstown,50.7,47.8
New-Hampshire,Gorham,46.6,52.4
New-Hampshire,Goshen,64.8,34
New-Hampshire,Grafton,57.2,40.3
New-Hampshire,Grantham,31.1,67.3
New-Hampshire,Greenfield,49.5,48.7
New-Hampshire,Greenland,41.5,56.9
New-Hampshire,Greenville,55.2,42.9
New-Hampshire,Groton,64.8,33.9
New-Hampshire,Hampstead,58.7,39.9
New-Hampshire,Hampton,46.4,52.8
New-Hampshire,Hampton Falls,52.3,46.4
New-Hampshire,Hancock,32.9,65.6
New-Hampshire,Hanover,13.9,84.3
New-Hampshire,Harrisville,29.7,68.3
New-Hampshire,Hart's Location,54.3,45.7
New-Hampshire,Haverhill,60,38.5
New-Hampshire,Hebron,49.6,49.6
New-Hampshire,Henniker,45.5,53.2
New-Hampshire,Hill,63.5,35.3
New-Hampshire,Hillsborough,56.1,42.6
New-Hampshire,Hinsdale,48.6,50.6
New-Hampshire,Holderness,39.8,58.5
New-Hampshire,Hollis,43,55.1
New-Hampshire,Hooksett,51.6,46.9
New-Hampshire,Hopkinton,35.5,62.7
New-Hampshire,Hudson,54.9,44
New-Hampshire,Jackson,28.4,69.7
New-Hampshire,Jaffrey,50.2,47.5
New-Hampshire,Jefferson,61.6,36.9
New-Hampshire,Keene,32.3,65.9
New-Hampshire,Kensington,48,50.4
New-Hampshire,Kingston,58.3,40.5
New-Hampshire,Laconia,53.6,45.4
New-Hampshire,Lancaster,54.2,44.2
New-Hampshire,Landaff,56.7,42.3
New-Hampshire,Langdon,53.3,45.8
New-Hampshire,Lebanon,24.1,74
New-Hampshire,Lee,33.7,64.8
New-Hampshire,Lempster,57,41.7
New-Hampshire,Lincoln,44.1,53.3
New-Hampshire,Lisbon,55.7,43.1
New-Hampshire,Litchfield,54.4,43.9
New-Hampshire,Littleton,50.9,47.7
New-Hampshire,Londonderry,51.8,47
New-Hampshire,Loudon,60.6,38.3
New-Hampshire,Lyman,55.3,42.9
New-Hampshire,Lyme,13.9,84.5
New-Hampshire,Lyndeborough,50.8,47
New-Hampshire,Madbury,36,62
New-Hampshire,Madison,46.2,52.6
New-Hampshire,Manchester,45.4,53.1
New-Hampshire,Marlborough,37.6,60.8
New-Hampshire,Marlow,47.2,52
New-Hampshire,Mason,59.7,38.8
New-Hampshire,Meredith,50.7,48.2
New-Hampshire,Merrimack,48.1,50.4
New-Hampshire,Middleton,65.9,33.1
New-Hampshire,Milan,59.3,39.8
New-Hampshire,Milford,46.4,51.8
New-Hampshire,Millsfield,76.9,23.1
New-Hampshire,Milton,60.9,37.5
New-Hampshire,Monroe,58.4,39.4
New-Hampshire,Mont Vernon,43.9,54.6
New-Hampshire,Moultonborough,55.6,43.1
New-Hampshire,Nashua,42.9,55.6
New-Hampshire,Nelson,40.3,57.5
New-Hampshire,New Boston,50.8,47.8
New-Hampshire,New Castle,33.3,64.7
New-Hampshire,New Durham,60,38.4
New-Hampshire,New Hampton,53.8,44.8
New-Hampshire,New Ipswich,70.6,28.3
New-Hampshire,New London,32.9,65.5
New-Hampshire,Newbury,44.8,53.4
New-Hampshire,Newfields,39.5,58.2
New-Hampshire,Newington,50.2,48.2
New-Hampshire,Newmarket,33.4,64.8
New-Hampshire,Newport,59,39.2
New-Hampshire,Newton,58.7,39.9
New-Hampshire,North Hampton,41.9,56.6
New-Hampshire,Northfield,58.4,40.1
New-Hampshire,Northumberland,62.8,35.7
New-Hampshire,Northwood,53.5,45.1
New-Hampshire,Nottingham,49.6,48.9
New-Hampshire,Orange,50.7,46.3
New-Hampshire,Orford,37.2,60.7
New-Hampshire,Ossipee,62.8,36.3
New-Hampshire,Pelham,62,36.8
New-Hampshire,Pembroke,49.8,48.8
New-Hampshire,Peterborough,29.9,68.2
New-Hampshire,Piermont,48.3,51.1
New-Hampshire,Pittsburg,73.2,25.8
New-Hampshire,Pittsfield,61.7,36.4
New-Hampshire,Plainfield,30.6,67.9
New-Hampshire,Plaistow,58.3,40
New-Hampshire,Plymouth,39.2,58.7
New-Hampshire,Portsmouth,28.4,69.9
New-Hampshire,Randolph,31.4,67.9
New-Hampshire,Raymond,61.1,37.8
New-Hampshire,Richmond,60.6,38.2
New-Hampshire,Rindge,62.2,36.6
New-Hampshire,Rochester,51.1,47.6
New-Hampshire,Rollinsford,42.7,55.7
New-Hampshire,Roxbury,38.7,60
New-Hampshire,Rumney,54.3,42.4
New-Hampshire,Rye,39.1,59.1
New-Hampshire,Salem,58.8,40.1
New-Hampshire,Salisbury,60.7,37.9
New-Hampshire,Sanbornton,57.6,41.3
New-Hampshire,Sandown,61.9,37.1
New-Hampshire,Sandwich,35.8,62.8
New-Hampshire,Seabrook,60.8,38.3
New-Hampshire,Sharon,46.3,53.1
New-Hampshire,Shelburne,53.3,44.7
New-Hampshire,Somersworth,43.7,55
New-Hampshire,South Hampton,55.5,42.8
New-Hampshire,Springfield,51.5,47.7
New-Hampshire,Stark,63.7,36
New-Hampshire,Stewartstown,76.3,23
New-Hampshire,Stoddard,52.5,45.7
New-Hampshire,Strafford,51.8,46.9
New-Hampshire,Stratford,57.1,41.2
New-Hampshire,Stratham,39.1,59.3
New-Hampshire,Sugar Hill,32.7,64.9
New-Hampshire,Sullivan,52.4,45
New-Hampshire,Sunapee,44.8,52.6
New-Hampshire,Surry,48,51.1
New-Hampshire,Sutton,44.4,53.8
New-Hampshire,Swanzey,50.1,48.8
New-Hampshire,Tamworth,49.7,49.3
New-Hampshire,Temple,50,48
New-Hampshire,Thornton,45.2,53.5
New-Hampshire,Tilton,54.8,43.7
New-Hampshire,Troy,57.9,40.2
New-Hampshire,Tuftonboro,53.6,45.1
New-Hampshire,Unity,64.1,33.4
New-Hampshire,Wakefield,63.4,35.6
New-Hampshire,Walpole,38.4,60
New-Hampshire,Warner,45.5,53.1
